page,block_type,character,text,explicit_tone,scene,embedding_index
75,DIALOGUE,DIRECTOR,"ft+Eesnkj dSls\ oSls ft+Unxh es dbZ izs'kj vk,axs",,"INT. DIRECTOR’S OFFICE, ICE",973
75,DIALOGUE,DIRECTOR,always blame others for pressure in life?,,"INT. DIRECTOR’S OFFICE, ICE",974
75,DIALOGUE,DIRECTOR,"rks ges'kk rqe nwljs is nks”""k Mkyksxs\",,"INT. DIRECTOR’S OFFICE, ICE",975
75,DIALOGUE,DIRECTOR,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE",976
75,DIALOGUE,RANCHO,"lj] eS a vkidks nks ""k ugha ns jgk gw ljA lj eS a",,"INT. DIRECTOR’S OFFICE, ICE",977
75,DIALOGUE,RANCHO,",s Dpoyh flLVe dks nks k ns jgk gw A lj es js",,"INT. DIRECTOR’S OFFICE, ICE",978
75,DIALOGUE,RANCHO,ikl dq N LVfVfLVDl ga S ljA lj lq lkbM es a,,"INT. DIRECTOR’S OFFICE, ICE",979
75,DIALOGUE,RANCHO,"in suicides. Every minutes, a student",,"INT. DIRECTOR’S OFFICE, ICE",980
75,DIALOGUE,RANCHO,ba fM;k u- gS ljA gj Ms ?ka Vs es dks bZ u dks bZ,,"INT. DIRECTOR’S OFFICE, ICE",981
75,DIALOGUE,RANCHO,attempts suicide. Suicide is a bigger killer,,"INT. DIRECTOR’S OFFICE, ICE",982
75,DIALOGUE,RANCHO,"than disease. Something’s terribly wrong,",,"INT. DIRECTOR’S OFFICE, ICE",983
75,DIALOGUE,RANCHO,is LVw MUV fcekjh ls de vks j lq lkbM ls T+ ;knk,,"INT. DIRECTOR’S OFFICE, ICE",984
75,DIALOGUE,RANCHO,ejrs gS A dq N rks xyr gks jgk gS u ljA,,"INT. DIRECTOR’S OFFICE, ICE",985
75,DIALOGUE,DIRECTOR,eS nwljs dkWyst~l ds ckjs esa ugha crk ldrk,,"INT. DIRECTOR’S OFFICE, ICE",986
75,DIALOGUE,DIRECTOR,cV fnl bt+ ou vkWQ n QkbuSLV dkWyst~l,,"INT. DIRECTOR’S OFFICE, ICE",987
75,DIALOGUE,DIRECTOR,the fi nest colleges in the country. I’ve run,,"INT. DIRECTOR’S OFFICE, ICE",988
75,DIALOGUE,DIRECTOR,bu n dUVªhA crhl lky ls eaS ;g dkWyst,,"INT. DIRECTOR’S OFFICE, ICE",989
75,DIALOGUE,DIRECTOR,this place for years. We were ranked,,"INT. DIRECTOR’S OFFICE, ICE",990
75,DIALOGUE,DIRECTOR,pyk jgk gw¡ vksj vkëkbLoha ikWft'ku ls u-,,"INT. DIRECTOR’S OFFICE, ICE",991
75,DIALOGUE,DIRECTOR,28th. Now we’re No.,,"INT. DIRECTOR’S OFFICE, ICE",992
75,DIALOGUE,DIRECTOR,rd ysdj vk;k gw¡ eaSA,,"INT. DIRECTOR’S OFFICE, ICE",993
75,DIALOGUE,DIRECTOR,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE",994
75,DIALOGUE,RANCHO,lj okWV u- okWV u- 1A lj] ;gk¡ is dksbZ,,"INT. DIRECTOR’S OFFICE, ICE",995
75,DIALOGUE,RANCHO,u;s vkbfM;kl dh ckr gh ughaa djrk lj],,"INT. DIRECTOR’S OFFICE, ICE",996
75,DIALOGUE,RANCHO,discuss new ideas or inventions. They,,"INT. DIRECTOR’S OFFICE, ICE",997
75,DIALOGUE,RANCHO,buoSU'ku dh ckr gh ugha djrkA ckr djrs,,"INT. DIRECTOR’S OFFICE, ICE",998
75,DIALOGUE,RANCHO,"discuss grades, jobs, settling in USA. They",,"INT. DIRECTOR’S OFFICE, ICE",999
75,DIALOGUE,RANCHO,"gSa rks flQZ ekDZl dh ;k fQj] ;w,l, es",,"INT. DIRECTOR’S OFFICE, ICE",1000
75,DIALOGUE,RANCHO,teach how to get good scores. They don’t,,"INT. DIRECTOR’S OFFICE, ICE",1001
75,DIALOGUE,RANCHO,ukSdjh dhA lj ;gk¡ is Kku ugha fey jgk gS,,"INT. DIRECTOR’S OFFICE, ICE",1002
75,DIALOGUE,RANCHO,teach engineering.,,"INT. DIRECTOR’S OFFICE, ICE",1003
75,DIALOGUE,RANCHO,lj] ;gk¡ is flQZ ;g fl[kk;k tk jgk gS fd,,"INT. DIRECTOR’S OFFICE, ICE",1004
75,DIALOGUE,RANCHO,ekDZl dSls ykrs gSaAA,,"INT. DIRECTOR’S OFFICE, ICE",1005
75,DIALOGUE,RANCHO,springs to his feet.,,"INT. DIRECTOR’S OFFICE, ICE",1006
75,DIALOGUE,DIRECTOR,vc ^rqe* eq>s fl[kkvksxs dSls i<+krs gS\,shouting,"INT. DIRECTOR’S OFFICE, ICE",1007
76,DIALOGUE,DIRECTOR,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE",1008
76,DIALOGUE,RANCHO,uks lj] vkb,,"INT. DIRECTOR’S OFFICE, ICE",1009
76,DIALOGUE,RANCHO,"dragging him out of the offi ce. Stunned,",,"INT. DIRECTOR’S OFFICE, ICE",1010
76,DIALOGUE,RANCHO,"unable to retaliate, Rancho glances back",,"INT. DIRECTOR’S OFFICE, ICE",1011
76,DIALOGUE,RANCHO,helplessly at his fallen sheet of statistics.,,"INT. DIRECTOR’S OFFICE, ICE",1012
76,DIALOGUE,RANCHO,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE",1013
76,DIALOGUE,RANCHO,lj] lj ekb isij,,"INT. DIRECTOR’S OFFICE, ICE",1014
76,DIALOGUE,CONTINUOUS,the Director drags Rancho through the,,"EXT. CORRIDOR, ICE",1015
76,DIALOGUE,CONTINUOUS,corridors of ICE.,,"EXT. CORRIDOR, ICE",1016
76,DIALOGUE,CONTINUOUS,as the Director hurls Rancho towards his,,"INT. CLASSROOM, ICE",1017
76,DIALOGUE,CONTINUOUS,"table. The class watches, baffl ed.",,"INT. CLASSROOM, ICE",1018
76,DIALOGUE,DIRECTOR,worried.,to the professor,"INT. CLASSROOM, ICE",1019
76,DIALOGUE,DIRECTOR,"vkt gekjs chp ,d ,sls yhMj gaS] ftudk",,"INT. CLASSROOM, ICE",1020
76,DIALOGUE,DIRECTOR,ekuuk gS fd oks gekjs gkbZyh DokfyQkbM VhplZ,,"INT. CLASSROOM, ICE",1021
76,DIALOGUE,DIRECTOR,thinks he is better than our highly qualifi ed,,"INT. CLASSROOM, ICE",1022
76,DIALOGUE,DIRECTOR,ls csgrj i<+k ldrs gSA rks vkt izksQslj,,"INT. CLASSROOM, ICE",1023
76,DIALOGUE,DIRECTOR,teacher. Professor Ranchhoddas Chanchad,,"INT. CLASSROOM, ICE",1024
76,DIALOGUE,DIRECTOR,"juNksM+nkl Nk¡NM+ gesa baftfu;fjax fl[kk,axsA",,"INT. CLASSROOM, ICE",1025
76,DIALOGUE,DIRECTOR,will teach us engineering.,,"INT. CLASSROOM, ICE",1026
77,DIALOGUE,DIRECTOR,the Director joins the seated students,,"INT. CLASSROOM, ICE",1027
77,DIALOGUE,DIRECTOR,facing him.,,"INT. CLASSROOM, ICE",1028
77,DIALOGUE,DIRECTOR,"smiles broadly, enjoying his discomfort.",,"INT. CLASSROOM, ICE",1029
77,DIALOGUE,DIRECTOR,anxiously.,,"INT. CLASSROOM, ICE",1030
77,DIALOGUE,DIRECTOR,"sling bag, places it on the table and picks",,"INT. CLASSROOM, ICE",1031
77,DIALOGUE,DIRECTOR,up a book lying there. He leafs through the,,"INT. CLASSROOM, ICE",1032
77,DIALOGUE,DIRECTOR,"book and then, referring to it, writes two",,"INT. CLASSROOM, ICE",1033
77,DIALOGUE,DIRECTOR,words on the board FARHANITRATE,,"INT. CLASSROOM, ICE",1034
77,DIALOGUE,DIRECTOR,and PRERAJULISATION. He turns to,,"INT. CLASSROOM, ICE",1035
77,DIALOGUE,DIRECTOR,face the class.,,"INT. CLASSROOM, ICE",1036
77,DIALOGUE,DIRECTOR,jSUpks,,"INT. CLASSROOM, ICE",1037
77,DIALOGUE,RANCHO,"vkids ikl rhl lSdasM gSA cksMZ is fy[ks gq,s",,"INT. CLASSROOM, ICE",1038
77,DIALOGUE,RANCHO,'kCnksa dk eryc le>kuk gSA,,"INT. CLASSROOM, ICE",1039
77,DIALOGUE,RANCHO,written.,,"INT. CLASSROOM, ICE",1040
77,DIALOGUE,RANCHO,watch.,,"INT. CLASSROOM, ICE",1041
77,DIALOGUE,RANCHO,jSUpks,,"INT. CLASSROOM, ICE",1042
77,DIALOGUE,RANCHO,vki pkgs rks fdrkc dk bLrseky dj ldrs,,"INT. CLASSROOM, ICE",1043
77,DIALOGUE,RANCHO,gSaA ftls tokc feysxk oks gkFk Åij djsxkA,,"INT. CLASSROOM, ICE",1044
77,DIALOGUE,RANCHO,hand if you get the answer. Let’s see who,,"INT. CLASSROOM, ICE",1045
77,DIALOGUE,RANCHO,ns[krs gSa dkSu QLVZ vkrk gS vkSj dkSu ykLVA,,"INT. CLASSROOM, ICE",1046
77,DIALOGUE,RANCHO,"comes fi rst, who comes last. Your time",,"INT. CLASSROOM, ICE",1047
77,DIALOGUE,RANCHO,;wvj Vkbe LVkVZ~l ukWoA,,"INT. CLASSROOM, ICE",1048
77,DIALOGUE,RANCHO,starts now.,,"INT. CLASSROOM, ICE",1049
77,DIALOGUE,RANCHO,frantically. Chatur charges to the teacher’s,,"INT. CLASSROOM, ICE",1050
77,DIALOGUE,RANCHO,table and grabs the book Rancho had,,"INT. CLASSROOM, ICE",1051
77,DIALOGUE,RANCHO,referred to.,,"INT. CLASSROOM, ICE",1052
78,DIALOGUE,CHATUR,"snatches a book, and then another, from",,"INT. CLASSROOM, ICE",1053
78,DIALOGUE,CHATUR,the student next to him. He goes through,,"INT. CLASSROOM, ICE",1054
78,DIALOGUE,CHATUR,both books simultaneously: ambidextrous.,,"INT. CLASSROOM, ICE",1055
78,DIALOGUE,CHATUR,manically. Rancho keeps time.,,"INT. CLASSROOM, ICE",1056
78,DIALOGUE,RANCHO,jSUpks,,"INT. CLASSROOM, ICE",1057
78,DIALOGUE,RANCHO,"your life by a minute. When I asked Time up Sir, time up.",,"INT. CLASSROOM, ICE",1058
78,DIALOGUE,RANCHO,"this question, were you excited? Curious? (to the class)",,"INT. CLASSROOM, ICE",1059
78,DIALOGUE,RANCHO,"ykbQ dk ,d feuV fjokbUM djks vkSj lkspksA",,"INT. CLASSROOM, ICE",1060
78,DIALOGUE,RANCHO,tc eaSus ;g loky iwNk fdlh us ;g lkspk,,"INT. CLASSROOM, ICE",1061
78,DIALOGUE,RANCHO,"race. What’s the use of such methods, even",,"INT. CLASSROOM, ICE",1062
78,DIALOGUE,RANCHO,fd vkt dqN u;k lh[kus dks feysxk] et+k,,"INT. CLASSROOM, ICE",1063
78,DIALOGUE,RANCHO,if you come fi rst. Will your knowledge,,"INT. CLASSROOM, ICE",1064
78,DIALOGUE,RANCHO,"vk,xk ,suhou\ lj\ ughaaA lc jsl esa",,"INT. CLASSROOM, ICE",1065
78,DIALOGUE,RANCHO,"increase? No, just the pressure. This is a",,"INT. CLASSROOM, ICE",1066
78,DIALOGUE,RANCHO,"yx x;sA ,sls i<+ ds QLVZ vk Hkh x,s] rks",,"INT. CLASSROOM, ICE",1067
78,DIALOGUE,RANCHO,"college, not a pressure cooker.",,"INT. CLASSROOM, ICE",1068
78,DIALOGUE,RANCHO,ughaa! flQZ izs'kj c<+sxk! vkSj ;s dkWyst gS],,"INT. CLASSROOM, ICE",1069
78,DIALOGUE,RANCHO,izs'kj dqdj ughaaA,,"INT. CLASSROOM, ICE",1070
78,DIALOGUE,RANCHO,jSUpks,,"INT. CLASSROOM, ICE",1071
78,DIALOGUE,RANCHO,vjs pkcqd ds Mj ls rks ldZl dk 'ksj Hkh,,"INT. CLASSROOM, ICE",1072
78,DIALOGUE,RANCHO,mNy ds dqlhZ ij cSBuk lh[k tkrk gSA,,"INT. CLASSROOM, ICE",1073
78,DIALOGUE,RANCHO,"ysfdu ,sls 'ksj dks ge osy VªsUM dgrs gSa]",,"INT. CLASSROOM, ICE",1074
78,DIALOGUE,RANCHO,in fear of the whip. But you call such a,,"INT. CLASSROOM, ICE",1075
78,DIALOGUE,RANCHO,"osy ,tqdsfVM ughaaA",,"INT. CLASSROOM, ICE",1076
78,DIALOGUE,RANCHO,"lion ‘well trained’, not ‘well educated’.",,"INT. CLASSROOM, ICE",1077
79,DIALOGUE,DIRECTOR,gSYyks! fnl bt+ ukSV v fQykslkWQh DyklA mu,,"INT. CLASSROOM, ICE",1078
79,DIALOGUE,DIRECTOR,nks oMZl dk eryc crkvks] clA,,"INT. CLASSROOM, ICE",1079
79,DIALOGUE,DIRECTOR,explain those two words.,,"INT. CLASSROOM, ICE",1080
79,DIALOGUE,DIRECTOR,jSUpkss,,"INT. CLASSROOM, ICE",1081
79,DIALOGUE,RANCHO,"lj ,sls dksbZ oMZl gS gh ugha ljA",,"INT. CLASSROOM, ICE",1082
79,DIALOGUE,RANCHO,jSUpkss,,"INT. CLASSROOM, ICE",1083
79,DIALOGUE,RANCHO,ljA ;s rks esjs nksLrksa ds uke gSaA Qjgku,,"INT. CLASSROOM, ICE",1084
79,DIALOGUE,RANCHO,vkSj jktwA,,"INT. CLASSROOM, ICE",1085
79,DIALOGUE,RANCHO,in PRERAJULISATION. The students,,"INT. CLASSROOM, ICE",1086
79,DIALOGUE,RANCHO,break into laughter.,,"INT. CLASSROOM, ICE",1087
79,DIALOGUE,DIRECTOR,baftfu;fjax!,,"INT. CLASSROOM, ICE",1088
79,DIALOGUE,DIRECTOR,engineering?,,"INT. CLASSROOM, ICE",1089
79,DIALOGUE,DIRECTOR,jSUpkss,,"INT. CLASSROOM, ICE",1090
79,DIALOGUE,RANCHO,ughaa ljA eSa vkidks baftfu;fjax ugha i<+k jgk,,"INT. CLASSROOM, ICE",1091
79,DIALOGUE,RANCHO,jSUpks,,"INT. CLASSROOM, ICE",1092
79,DIALOGUE,RANCHO,eSa rks vkidks ;g i<+k jgk Fkk fd i<k+rs,,"INT. CLASSROOM, ICE",1093
79,DIALOGUE,RANCHO,dSls gSaA,,"INT. CLASSROOM, ICE",1094
79,DIALOGUE,RANCHO,jSUpks,,"INT. CLASSROOM, ICE",1095
79,DIALOGUE,RANCHO,"vkSj eq>s ;dhu gS fd vki ,d fnu t:j",,"INT. CLASSROOM, ICE",1096
79,DIALOGUE,RANCHO,fl[ksaxs lj] D;ksaafd eSa vius det+ksj LVwMUV~l,,"INT. CLASSROOM, ICE",1097
79,DIALOGUE,RANCHO,"unlike you, I never abandon my weak",,"INT. CLASSROOM, ICE",1098
79,DIALOGUE,RANCHO,dk gkFk dHkh ughaa NksM+rkA,,"INT. CLASSROOM, ICE",1099
79,DIALOGUE,RANCHO,students.,,"INT. CLASSROOM, ICE",1100
80,DIALOGUE,RANCHO,makes a run for the exit.,,"INT. CLASSROOM, ICE",1101
80,DIALOGUE,RANCHO,jSUpkss,,"INT. CLASSROOM, ICE",1102
80,DIALOGUE,RANCHO,ck;] lj!,,"INT. CLASSROOM, ICE",1103
80,DIALOGUE,RANCHO,"rage, the Director yells at them.",,"INT. CLASSROOM, ICE",1104
80,DIALOGUE,DAY,letters simultaneously: Ambidextrous.,,"INT. DIRECTOR’S OFFICE, ICE",1105
80,DIALOGUE,DIRECTOR,cM+s [ksn ds lkFk eSa vkidks lwfpr djuk pkgrk,,"INT. DIRECTOR’S OFFICE, ICE",1106
80,DIALOGUE,DIRECTOR,gw¡ fd vkidk csVk ---A,,"INT. DIRECTOR’S OFFICE, ICE",1107
80,DIALOGUE,DIRECTOR,jktwA,,"INT. DIRECTOR’S OFFICE, ICE",1108
81,DIALOGUE,HOUSE DAY,receive the letters from the Director.,,INT. FARHAN’S HOUSE RAJU’S,1109
81,DIALOGUE,FARHAN,"ok;jl ds ySVZl gekjs ?kj is ,sVe ce dh",,INT. FARHAN’S HOUSE RAJU’S,1110
81,DIALOGUE,FARHAN,rjg fxjsA fgjksf'kek vkSj ukxklkdh es ekre,,INT. FARHAN’S HOUSE RAJU’S,1111
81,DIALOGUE,FARHAN,atom bombs. Hiroshima and Nagasaki,,INT. FARHAN’S HOUSE RAJU’S,1112
81,DIALOGUE,FARHAN,plunged into gloom. Our parents invited,,INT. FARHAN’S HOUSE RAJU’S,1113
81,DIALOGUE,FARHAN,"ds fy, buokbV fd;k x;kA",,INT. FARHAN’S HOUSE RAJU’S,1114
81,DIALOGUE,FARHAN,us for a dressing down.,,INT. FARHAN’S HOUSE RAJU’S,1115
81,DIALOGUE,FARHAN’S FATHER,"vkb,A vUnj vkb,A vkb, vkb,A m/kj nsf[k,A",,INT. FARHAN’S HOUSE DAY,1116
81,DIALOGUE,FARHAN’S FATHER,",d gh ,;j daafM'kuj ,sQksMZ dj ldrs Fks",,INT. FARHAN’S HOUSE DAY,1117
81,DIALOGUE,FARHAN’S FATHER,one air-conditioner We put it in Farhan’s,,INT. FARHAN’S HOUSE DAY,1118
81,DIALOGUE,FARHAN’S FATHER,geA vkSj oks geus vius ugha] Qjgku ds dejs,,INT. FARHAN’S HOUSE DAY,1119
81,DIALOGUE,FARHAN’S FATHER,"room, so he could study in comfort. I didn’t",,INT. FARHAN’S HOUSE DAY,1120
81,DIALOGUE,FARHAN’S FATHER,es yxk;k] rkfd oks lqdwu ls i<+ ldsA dkj,,INT. FARHAN’S HOUSE DAY,1121
81,DIALOGUE,FARHAN’S FATHER,buy a car. I managed with a scooter. We,,INT. FARHAN’S HOUSE DAY,1122
81,DIALOGUE,FARHAN’S FATHER,ugha [kjhnh eSausA vkt rd LdwVj pykrk gw¡A,,INT. FARHAN’S HOUSE DAY,1123
81,DIALOGUE,FARHAN’S FATHER,put all our money into Farhan’s education.,,INT. FARHAN’S HOUSE DAY,1124
81,DIALOGUE,FARHAN’S FATHER,lkjk iSlk geus Qjgku dh i<+kbZ eas yxk fn;kA,,INT. FARHAN’S HOUSE DAY,1125
81,DIALOGUE,FARHAN’S FATHER,"viuk ¶;qpj geus Qjgku ds ¶;wpj ds fy,",,INT. FARHAN’S HOUSE DAY,1126
81,DIALOGUE,FARHAN’S FATHER,future. Understand?,,INT. FARHAN’S HOUSE DAY,1127
81,DIALOGUE,FARHAN’S FATHER,dqckZu dj fn;kA le>s dh ugha vki\,,INT. FARHAN’S HOUSE DAY,1128
81,DIALOGUE,FARHAN’S FATHER,"to the left, to the right",,INT. FARHAN’S HOUSE DAY,1129
81,DIALOGUE,FARHAN’S FATHER,in the room is covered with wildlife,,INT. FARHAN’S HOUSE DAY,1130
81,DIALOGUE,FARHAN’S FATHER,photography. The pictures are stunning.,,INT. FARHAN’S HOUSE DAY,1131
81,DIALOGUE,FARHAN’S FATHER,unrehearsed moments of nature. Farhan’s,,INT. FARHAN’S HOUSE DAY,1132
81,DIALOGUE,FARHAN’S FATHER,listening.,,INT. FARHAN’S HOUSE DAY,1133
82,DIALOGUE,FARHAN’S FATHER,"vkSj mlds ckn tc eq>s ,slk [kr vk;k",,INT. FARHAN’S HOUSE DAY,1134
82,DIALOGUE,FARHAN’S FATHER,fiflaiy lkgc ls] rks D;k vki vUnkt+k yxk,,INT. FARHAN’S HOUSE DAY,1135
82,DIALOGUE,FARHAN’S FATHER,"from the Principal, can you imagine how",,INT. FARHAN’S HOUSE DAY,1136
82,DIALOGUE,FARHAN’S FATHER,ldrs gaS fd eq> ij D;k chr jgh gksxh\,,INT. FARHAN’S HOUSE DAY,1137
82,DIALOGUE,FARHAN’S FATHER,riveted.,,INT. FARHAN’S HOUSE DAY,1138
82,DIALOGUE,FARHAN’S FATHER,jSUpks,,INT. FARHAN’S HOUSE DAY,1139
82,DIALOGUE,RANCHO,"gs] ;s QksVksl rwus fy, Qjgku\",,INT. FARHAN’S HOUSE DAY,1140
82,DIALOGUE,FARHAN’S FATHER,"tkuojksa dh rLohjsa fy, fQjrs FksA dgrs Fks fd",,INT. FARHAN’S HOUSE DAY,1141
82,DIALOGUE,FARHAN’S FATHER,a while. Went around taking pictures,,INT. FARHAN’S HOUSE DAY,1142
82,DIALOGUE,FARHAN’S FATHER,eq>sa okbYM~ykbQ QksVksxzkQj cuuk gSA csVs ml,,INT. FARHAN’S HOUSE DAY,1143
82,DIALOGUE,FARHAN’S FATHER,of animals. Wanted to be a wildlife,,INT. FARHAN’S HOUSE DAY,1144
82,DIALOGUE,FARHAN’S FATHER,lky rqEgkjh ijlSaVst+ fdruh Fkh\ crkvksA,,INT. FARHAN’S HOUSE DAY,1145
82,DIALOGUE,FARHAN’S FATHER,"photographer. Son, what was your score",,INT. FARHAN’S HOUSE DAY,1146
82,DIALOGUE,FARHAN’S FATHER,that year? Tell.,,INT. FARHAN’S HOUSE DAY,1147
82,DIALOGUE,FARHAN’S FATHER,lquk vkius\ ls lh/ks 91»A,,INT. FARHAN’S HOUSE DAY,1148
82,DIALOGUE,FARHAN’S FATHER,the damage is done.,,INT. FARHAN’S HOUSE DAY,1149
82,DIALOGUE,FARHAN’S FATHER,vkidks et+kd yx jgk gS\,,INT. FARHAN’S HOUSE DAY,1150
82,DIALOGUE,FARHAN’S FATHER,jSUpks,,INT. FARHAN’S HOUSE DAY,1151
82,DIALOGUE,RANCHO,"ughaa] ughaa vady] lkWjh ,sDpoyh eSa ;g dg",,INT. FARHAN’S HOUSE DAY,1152
82,DIALOGUE,RANCHO,jgk gw¡ fdrus deky ds QksVks [khaps gS lj],,INT. FARHAN’S HOUSE DAY,1153
82,DIALOGUE,RANCHO,photos. Why make him an engineer,,INT. FARHAN’S HOUSE DAY,1154
82,DIALOGUE,RANCHO,mlus! bldks vki baftfu;j D;ksa cuk jgs gSa\,,INT. FARHAN’S HOUSE DAY,1155
83,DIALOGUE,RANCHO,"bldks rks okbYM~ykbQ QksVksxzkQj cuuk pkfg,A",,INT. FARHAN’S HOUSE DAY,1156
83,DIALOGUE,RANCHO,cgqr vkxs c<+ssxk,,INT. FARHAN’S HOUSE DAY,1157
83,DIALOGUE,RANCHO,speaks with barely contained fury.,,INT. FARHAN’S HOUSE DAY,1158
83,DIALOGUE,FARHAN’S FATHER,lqfu;s gkFk tksM+ dj vkils xqt+kfj'k djrk,,INT. FARHAN’S HOUSE DAY,1159
83,DIALOGUE,FARHAN’S FATHER,"gw¡] esjs csVs dk ¶(cid:2);qpj cjckn er dhft,A",,INT. FARHAN’S HOUSE DAY,1160
83,DIALOGUE,FARHAN’S FATHER,ruin my son’s future.,,INT. FARHAN’S HOUSE DAY,1161
83,DIALOGUE,FARHAN’S FATHER,smiling warmly.,,INT. FARHAN’S HOUSE DAY,1162
83,DIALOGUE,FARHAN’S MOTHER,cPpksa] [kkuk yx x;kA vk tkvksA,,INT. FARHAN’S HOUSE DAY,1163
83,DIALOGUE,FARHAN,gk¡ py uk] [kkrs gaSA,,INT. FARHAN’S HOUSE DAY,1164
83,DIALOGUE,FARHAN,"towards the dining area, Farhan’s Father",,INT. FARHAN’S HOUSE DAY,1165
83,DIALOGUE,FARHAN,steps in front of Rancho and places a,,INT. FARHAN’S HOUSE DAY,1166
83,DIALOGUE,FARHAN,restraining hand on his shoulder.,,INT. FARHAN’S HOUSE DAY,1167
83,DIALOGUE,FARHAN’S FATHER,vxyh ckj vkvksxs rks [kkuk t+:j [kkds,,INT. FARHAN’S HOUSE DAY,1168
83,DIALOGUE,FARHAN’S FATHER,tkukA,,INT. FARHAN’S HOUSE DAY,1169
84,DIALOGUE,FARHAN,"jktw dk ?kj dh CySd ,.M OgkbV fQYeksa",,INT. EXT. RAJU’S HOUSE,1170
84,DIALOGUE,FARHAN,"dh ;kn fnykrk FkkA ,d NksVk lk dejk ftleas",,INT. EXT. RAJU’S HOUSE,1171
84,DIALOGUE,FARHAN,"and white fi lm. A small, dingy room, a",,INT. EXT. RAJU’S HOUSE,1172
84,DIALOGUE,FARHAN,",d iSjkykbt+M cki] ,d [kk¡lrh gqbZ ek¡ vkSj",,INT. EXT. RAJU’S HOUSE,1173
84,DIALOGUE,FARHAN,"paralysed father, a coughing mother and",,INT. EXT. RAJU’S HOUSE,1174
84,DIALOGUE,FARHAN,",d fouC;kgh cguA lksQs is f[kys gq, fLizax",,INT. EXT. RAJU’S HOUSE,1175
84,DIALOGUE,FARHAN,an unwed sister. A sofa sprouting springs,,INT. EXT. RAJU’S HOUSE,1176
84,DIALOGUE,FARHAN,vkSj Nr ls volZ jfuax okVjA ek¡ Ldwy,,INT. EXT. RAJU’S HOUSE,1177
84,DIALOGUE,FARHAN,and a 24-hour water supply from the,,INT. EXT. RAJU’S HOUSE,1178
84,DIALOGUE,FARHAN,ls fjVk;ZM Fkha vkSj T;knkrj Vk;ZM jgrh FkhaA,,INT. EXT. RAJU’S HOUSE,1179
84,DIALOGUE,FARHAN,leaking roof. His mother was a retired,,INT. EXT. RAJU’S HOUSE,1180
84,DIALOGUE,FARHAN,cki fdlh t+ekus esa iksLVekLVj Fks] ijSfyfll,,INT. EXT. RAJU’S HOUSE,1181
84,DIALOGUE,FARHAN,school teacher and a tireless complainer.,,INT. EXT. RAJU’S HOUSE,1182
84,DIALOGUE,FARHAN,ds ckn ckWMh vk/kh cUn gks xbZ vkSj lSyjh,,INT. EXT. RAJU’S HOUSE,1183
84,DIALOGUE,FARHAN,iwjh vkSj cgu,,INT. EXT. RAJU’S HOUSE,1184
84,DIALOGUE,FARHAN,shut down his body partly and his salary,,INT. EXT. RAJU’S HOUSE,1185
84,DIALOGUE,FARHAN,completely. And the sister,,INT. EXT. RAJU’S HOUSE,1186
84,DIALOGUE,FARHAN,waiting to be served their meal. Raju’s,,INT. EXT. RAJU’S HOUSE,1187
84,DIALOGUE,FARHAN,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE,1188
84,DIALOGUE,RAJU’S MOTHER,vëkbZl dh gks xbZ gS dEeksA ek:fr,,INT. EXT. RAJU’S HOUSE,1189
84,DIALOGUE,RAJU’S MOTHER,ekaxrs gSa ngst esaA vjs rw i<+sxk fy[ksxk ughaa,,INT. EXT. RAJU’S HOUSE,1190
84,DIALOGUE,RAJU’S MOTHER,rks 'kknh dSls gksxh bldh\,,INT. EXT. RAJU’S HOUSE,1191
84,DIALOGUE,RAJU’S MOTHER,"and earn, how will she marry?",,INT. EXT. RAJU’S HOUSE,1192
84,DIALOGUE,RAJU’S MOTHER,boys.,,INT. EXT. RAJU’S HOUSE,1193
84,DIALOGUE,RAJU’S MOTHER,dEeks,,INT. EXT. RAJU’S HOUSE,1194
84,DIALOGUE,KAMMO,fHkUMh yhft;s ukA,,INT. EXT. RAJU’S HOUSE,1195
84,DIALOGUE,KAMMO,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE,1196
84,DIALOGUE,RAJU’S MOTHER,irk gS rq>s] fHkUMh ckjg #i;s fdyks gks xbZ,,INT. EXT. RAJU’S HOUSE,1197
84,DIALOGUE,RAJU’S MOTHER,gSA vkSj xksHkh nl dh!,,INT. EXT. RAJU’S HOUSE,1198
84,DIALOGUE,RAJU’S MOTHER,caulifl ower is Rs.,,INT. EXT. RAJU’S HOUSE,1199
85,DIALOGUE,RAJU’S MOTHER,jktw dh ekrkth,,INT. EXT. RAJU’S HOUSE,1200
85,DIALOGUE,RAJU’S MOTHER,ywV eph gS lkjs ns'k esa! vkSj mlij rsjh,,INT. EXT. RAJU’S HOUSE,1201
85,DIALOGUE,RAJU’S MOTHER,",slh fpfë;k¡ vk,axh dkWyst ls] rks crk ge",,INT. EXT. RAJU’S HOUSE,1202
85,DIALOGUE,RAJU’S MOTHER,we get warnings from your college?,,INT. EXT. RAJU’S HOUSE,1203
85,DIALOGUE,RAJU’S MOTHER,[kk;saxs D;k!,,INT. EXT. RAJU’S HOUSE,1204
85,DIALOGUE,RAJU’S MOTHER,jktw,,INT. EXT. RAJU’S HOUSE,1205
